GradeLevel,Page_Grp,ProfLevel,profLabel,Listening_Arguments,Listening_Explanations,Listening_Recounts,Oral Language_Discuss,Reading_Arguments,Reading_Explanations,Reading_Recounts,Speaking_Argue,Speaking_Explain,Speaking_Recount,Writing_Argue,Writing_Explain,Writing_Recounts
7,1,1,Entering,"<startL> - Signaling agreement or disagreement of short oral statements or questions }  - Identifying points of view <i>(e.g., first or third person)</i> from short statements } <endL>","<startL> - Matching instructional language, given orally, with visual representation <i>(e.g., 'Show me your schedule.')</i> }  - Identifying functions of content-related topics based on short oral statements reinforced visually <i>(e.g., organisms in eco","<startL> - Identifying familiar objects or places from oral statements }  - Pointing to objects, people, or places based on short oral descriptions } <endL>","<startL> - Using appropriate nonverbal behaviors to show engagement and listening }  - Contributing to conversations by sharing own work <i>(e.g., pictures, posters, graphics)</i> } <endL>",,,,<startL> - Responding yes or no to short statements or questions related to a claim }  - Expressing personal points of view (in home language and English) in support of or against a claim } <endL>,"<startL> - Comparing attributes of real-life objects with a partner }  - Showing how to solve real-world problems using symbols, numerals, graphs, or diagrams } <endL>","<startL> - Answering select Wh-questions }  - Naming and briefly describing past community or school events using visual support <i>(e.g., posters, photographs)</i> } <endL>",,,
7,1,2,Emerging,<startL> - Identifying claims from a series of oral statements }  - Identifying evidence to support claims from charts and tables } <endL>,"<startL> - Classifying content-related visuals per oral descriptions <i>(e.g., environmental v. genetic factors)</i> }  - Matching oral sentences of cause and effect to illustrations <i>(e.g., weather or climate conditions)</i> } <endL>",<startL> - Sequencing labeled visuals per oral directions }  - Identifying settings or time frames in narrative or informational scenarios read aloud } <endL>,<startL> - Inviting others to participate }  - Answering Wh-questions in conversations }  - Connecting ideas to oneÆs experiences } <endL>,,,,<startL> - Answering simple questions related to claims }  - Stating evidence to support claims (in home language and English) } <endL>,<startL> - Describing situations from modeled sentences }  - Connecting two content-related ideas that define 'how' or 'why' } <endL>,<startL> - Stating main ideas or points of classroom conversations }  - Restating details of content-related topics (in home language and English) in small groups } <endL>,,,
7,1,3,Developing,"<startL> - Illustrating claims or reasons from oral narratives }  - Identifying opposing perspectives from oral text <i>(e.g., sides in wars, regimes, or revolutions)</i> } <endL>","<startL> - Matching main ideas of familiar text read aloud with visuals }  - Showing differences between or among content-related phenomena described orally <i>(e.g., descriptive statistics)</i> } <endL>",<startL> - Matching main ideas of familiar text read aloud to visuals }  - Stating the next event in a series based on clues from narrative or informational oral texts } <endL>,<startL> - Supporting ideas with examples }  - Asking clarifying questions to demonstrate engagement }  - Generating new questions to maintain conversations } <endL>,,,,<startL> - Critiquing opposing claims }  - Evaluating the value of options in content-based situations } <endL>,"<startL> - Demonstrating how to conduct experiments, engage in processes, or solve problems with supports }  - Stating why events occur, phenomena exist, or some things happen } <endL>",<startL> - Relating a series of events by expressing time in multiple tenses }  - Connecting ideas in content-related discourse using transitions } <endL>,,,
7,1,4,Expanding,<startL> - Matching evidence to claims in oral discourse }  - Formulating opinions based on evidence presented within oral discourse } <endL>,"<startL> - Identifying relationships between people, ideas, or events in oral discourse }  - Matching complex oral descriptions to images, graphs, or formulas } <endL>",<startL> - Identifying main ideas and details in oral discourse }  - Evaluating oral presentations of peers based on criteria for success } <endL>,<startL> - Recognizing purposes of contributions in conversations }  - Demonstrating awareness of personal bias when defending oneÆs point of view } <endL>,,,,<startL> - Connecting ideas with supporting details or evidence }  - Taking stances and summarizing ideas supporting them } <endL>,"<startL> - Comparing content-related concepts }  - Connecting ideas with supporting details to show relationships <i>(e.g., charactersÆ actions to their feelings)</i> } <endL>",<startL> - Paraphrasing and summarizing content-related ideas presented orally }  - Connecting ideas with supporting details in a variety of oral venues } <endL>,,,
7,1,5,Bridging,"<startL> - Establishing connections among claims, arguments, and supporting evidence within oral discourse }  - Comparing opposing points-of-view presented within oral discourse } <endL>",<startL> - Carrying out a series of oral directions to construct mathematical or scientific models }  - Connecting details to main ideas based on extended oral discourse } <endL>,"<startL> - Categorizing details of content-related main ideas seen and heard in videos or other technologies }  - Sequencing a series of illustrated events from oral passages <i>(e.g., historical recaps)</i> } <endL>","<startL> - Building on the ideas of others }  - Listening to others with a purpose <i>(e.g., to challenge own or othersÆ ideas)</i> } <endL>",,,,<startL> - Engaging in debates on content-related topics with claims and counterclaims along with reasonable evidence }  - Defending points of view with specific claims } <endL>,"<startL> - Giving demonstrations with step-by-step details <i>(e.g., converting Fahrenheit to Celsius)</i> }  - Evaluating the significance of events, people, or phenomena in oral presentations } <endL>","<startL> - Producing oral multimedia, content-related reports based on research from multiple sources }  - Tracing the evolution of literary characters, themes, and plots from different venues <i>(e.g., digital text or video)</i> } <endL>",,,
7,1,6,Reaching,<startL> - Evaluating the soundness of opposing claims presented orally }  - Identifying bias within claims in oral discourse } <endL>,"<startL> - Evaluating main ideas and supporting details presented in diverse media and oral formats }  - Developing models from oral discourse and multimedia <i>(e.g., YouTube videos)</i> } <endL>",<startL> - Identifying key ideas expressed orally }  - Identifying new information expressed by others } <endL>,"<startL> - Presenting organized ideas and information on content topics including the use of graphics and multimedia }  - Synthesizing ideas of several speakers, posing questions, and responding with evidence, examples, and ideas } <endL>",,,,"<startL> - Paraphrasing new information expressed by others and, when warranted, modifying views or positions }  - Making presentations with multimedia components to clarify claims and emphasize salient points } <endL>","<startL> - Adapting speech to a variety of contexts and tasks <i>(e.g., use of register)</i> }  - Posing questions that connect several speakersÆ ideas and responding to othersÆ ideas } <endL>",<startL> - Restating new information expressed by others in extended speech }  - Posing questions that elicit elaboration and responding to othersÆ questions and comments } <endL>,,,
7,2,1,Entering,,,,,<startL> - Identifying words or phrases associated with topic choices }  - Classifying true from false short statements } <endL>,"<startL> - Matching content-related objects, pictures, or media to words and phrases }  - Identifying social or academic topics highlighted in text } <endL>","<startL> - Identifying responses to Wh-questions in charts or illustrated text }  - Identifying icons in graphs, charts, and environmental print related to familiar topics } <endL>",,,,"<startL> - Generating words and phrases that represent opinions <i>(e.g., 'I thinkà')</i> }  - Making lists of topic choices with peers } <endL>",<startL> - Indicating relationships by drawing and labeling content-related pictures on familiar topics }  - Describing processes or cycles by labeling diagrams and graphs } <endL>,"<startL> - Producing labeled illustrations of conclusions reached in problem-solving with a partner }  - Reproducing words and phrases related to topics <i>(e.g., including cognates)</i> } <endL>"
7,2,2,Emerging,,,,,<startL> - Distinguishing facts from opinions in text }  - Identifying features associated with content-related claims } <endL>,<startL> - Comparing ideas on the same topic in a series of simple sentences }  - Identifying how content-related phenomena relate to one another in illustrated text or media } <endL>,<startL> - Sequencing illustrated text of narrative or informational events }  - Locating main ideas in a series of simple sentences } <endL>,,,,"<startL> - Stating opinions using evaluative language related to content <i>(e.g., 'I agree. Metric is better.')</i> }  - Connecting simple sentences to form content-related ideas } <endL>","<startL> - Connecting short sentences }  - Comparing illustrated descriptions of content-related concepts <i>(e.g., mitosis v. meiosis)</i> } <endL>",<startL> - Completing sentences using word banks }  - Producing statements related to main ideas on familiar topics in home language and English } <endL>
7,2,3,Developing,,,,,<startL> - Identifying claims and the reasons for each claim }  - Identifying opposing points of view } <endL>,"<startL> - Illustrating relationships between main ideas and details in paragraphs }  - Sequencing steps or events to describe processes <i>(e.g., solving math problems)</i> } <endL>","<startL> - Identifying topic sentences, main ideas, and details in paragraphs }  - Connecting people to actions based on oral descriptions with details } <endL>",,,,<startL> - Substantiating opinions with content-related examples and evidence }  - Providing feedback to peers on language used for claims and evidence } <endL>,"<startL> - Comparing and contrasting information, events, or characters }  - Producing descriptive paragraphs around a central idea } <endL>",<startL> - Producing short paragraphs with main ideas and some details }  - Composing dialogues or blogs based on personal experiences } <endL>
7,2,4,Expanding,,,,,"<startL> - Identifying evidence to support analysis of what texts say <i>(e.g., position papers)</i> }  - Classifying pros and cons of claims and evidence presented within written texts } <endL>","<startL> - Matching content-related cause to effect in graphically-supported text }  - Highlighting text evidence that points to how systems function <i>(e.g., different forms of government)</i> } <endL>",<startL> - Ordering paragraphs in narrative and informational text }  - Identifying summaries of passages in a variety of genres } <endL>,,,,"<startL> - Crafting persuasive pieces <i>(e.g., editorials)</i> with a series of substantiated content-related claims }  - Composing scripts with protagonists and antagonists } <endL>",<startL> - Describing relationships between details or examples and supporting ideas }  - Connecting content-related themes or topics to main ideas } <endL>,<startL> - Producing content-related reports }  - Reproducing a sequence of events or experiences using transitional words } <endL>
7,2,5,Bridging,,,,,<startL> - Evaluating evidence presented in support of claims }  - Developing a stance in favor of or against claims presented within content-related text } <endL>,"<startL> - Sorting grade-level text by highlighting elements of the genre <i>(e.g., differentiating the 'how' from the 'why')</i> }  - Sequencing events based on cause and effect <i>(e.g., how machines operate)</i> } <endL>","<startL> - Sequencing main ideas, events, and conclusions in narrative and informational text }  - Matching details of content-related topics to main ideas } <endL>",,,,<startL> - Presenting opinions in persuasive essays or reports backed by content-related research }  - Justifying ideas using multiple sources } <endL>,"<startL> - Producing informational text around graphs and charts }  - Comparing content-related ideas from multiple sources in essays, reports, and narratives } <endL>",<startL> - Producing research reports using multiple sources }  - Summarizing conclusions reached from steps in problem-solving or conducting experiments } <endL>
7,2,6,Reaching,,,,,"<startL> - Identifying specific evidence to support analyses of content area text }  - Distinguishing among facts, reasoned judgment, and speculation in text } <endL>","<startL> - Comparing and contrasting information from experiments, simulations, videos, or multimedia sources with that of text on the same topics }  - Identifying factors that contribute to phenomena in explanations } <endL>","<startL> - Identifying a central idea of a text and how it is conveyed through particular details; summarizing text absent personal opinions or judgments }  - Evaluating how a central event is introduced, illustrated, and elaborated in text <i>(e.g., thro",,,,"<startL> - Introducing claims and opposing claims, along with their associated reasons and evidence }  - Closing with concluding statements or paragraphs that support claims } <endL>","<startL> - Determining two or more central ideas in text and tracing their development }  - Evaluating the interactions between individuals, events, and ideas in text <i>(e.g., how ideas influence individuals or events and the converse)</i> } <endL>","<startL> - Providing a concluding statement or section that follows from and supports the information presented }  - Conveying sequence, signaling shifts from one time frame to another, and showing the relationships among experiences and events } <endL>"
8,1,1,Entering,"<startL> - Signaling agreement or disagreement of short oral statements or questions }  - Identifying points of view <i>(e.g., first or third person)</i> from short statements } <endL>","<startL> - Matching instructional language, given orally, with visual representation <i>(e.g., 'Show me your schedule.')</i> }  - Identifying functions of content-related topics based on short oral statements reinforced visually <i>(e.g., organisms in eco","<startL> - Identifying familiar objects or places from oral statements }  - Pointing to objects, people, or places based on short oral descriptions } <endL>","<startL> - Using appropriate nonverbal behaviors to show engagement and listening }  - Contributing to conversations by sharing own work <i>(e.g., pictures, posters, graphics)</i> } <endL>",,,,<startL> - Responding yes or no to short statements or questions related to a claim }  - Expressing personal points of view (in home language and English) in support of or against a claim } <endL>,"<startL> - Comparing attributes of real-life objects with a partner }  - Showing how to solve real-world problems using symbols, numerals, graphs, or diagrams } <endL>","<startL> - Answering select Wh-questions }  - Naming and briefly describing past community or school events using visual support <i>(e.g., posters, photographs)</i> } <endL>",,,
8,1,2,Emerging,<startL> - Identifying claims from a series of oral statements }  - Identifying evidence to support claims from charts and tables } <endL>,"<startL> - Classifying content-related visuals per oral descriptions <i>(e.g., environmental v. genetic factors)</i> }  - Matching oral sentences of cause and effect to illustrations <i>(e.g., weather or climate conditions)</i> } <endL>",<startL> - Sequencing labeled visuals per oral directions }  - Identifying settings or time frames in narrative or informational scenarios read aloud } <endL>,<startL> - Inviting others to participate }  - Answering Wh-questions in conversations }  - Connecting ideas to oneÆs experiences } <endL>,,,,<startL> - Answering simple questions related to claims }  - Stating evidence to support claims (in home language and English) } <endL>,<startL> - Describing situations from modeled sentences }  - Connecting two content-related ideas that define 'how' or 'why' } <endL>,<startL> - Stating main ideas or points of classroom conversations }  - Restating details of content-related topics (in home language and English) in small groups } <endL>,,,
8,1,3,Developing,"<startL> - Illustrating claims or reasons from oral narratives }  - Identifying opposing perspectives from oral text <i>(e.g., sides in wars, regimes, or revolutions)</i> } <endL>","<startL> - Matching main ideas of familiar text read aloud with visuals }  - Showing differences between or among content-related phenomena described orally <i>(e.g., descriptive statistics)</i> } <endL>",<startL> - Matching main ideas of familiar text read aloud to visuals }  - Stating the next event in a series based on clues from narrative or informational oral texts } <endL>,<startL> - Supporting ideas with examples }  - Asking clarifying questions to demonstrate engagement }  - Generating new questions to maintain conversations } <endL>,,,,<startL> - Critiquing opposing claims }  - Evaluating the value of options in content-based situations } <endL>,"<startL> - Demonstrating how to conduct experiments, engage in processes, or solve problems with supports }  - Stating why events occur, phenomena exist, or some things happen } <endL>",<startL> - Relating a series of events by expressing time in multiple tenses }  - Connecting ideas in content-related discourse using transitions } <endL>,,,
8,1,4,Expanding,<startL> - Matching evidence to claims in oral discourse }  - Formulating opinions based on evidence presented within oral discourse } <endL>,"<startL> - Identifying relationships between people, ideas, or events in oral discourse }  - Matching complex oral descriptions to images, graphs, or formulas } <endL>",<startL> - Identifying main ideas and details in oral discourse }  - Evaluating oral presentations of peers based on criteria for success } <endL>,<startL> - Recognizing purposes of contributions in conversations }  - Demonstrating awareness of personal bias when defending oneÆs point of view } <endL>,,,,<startL> - Connecting ideas with supporting details or evidence }  - Taking stances and summarizing ideas supporting them } <endL>,"<startL> - Comparing content-related concepts }  - Connecting ideas with supporting details to show relationships <i>(e.g., charactersÆ actions to their feelings)</i> } <endL>",<startL> - Paraphrasing and summarizing content-related ideas presented orally }  - Connecting ideas with supporting details in a variety of oral venues } <endL>,,,
8,1,5,Bridging,"<startL> - Establishing connections among claims, arguments, and supporting evidence within oral discourse }  - Comparing opposing points-of-view presented within oral discourse } <endL>",<startL> - Carrying out a series of oral directions to construct mathematical or scientific models }  - Connecting details to main ideas based on extended oral discourse } <endL>,"<startL> - Categorizing details of content-related main ideas seen and heard in videos or other technologies }  - Sequencing a series of illustrated events from oral passages <i>(e.g., historical recaps)</i> } <endL>","<startL> - Building on the ideas of others }  - Listening to others with a purpose <i>(e.g., to challenge own or othersÆ ideas)</i> } <endL>",,,,<startL> - Engaging in debates on content-related topics with claims and counterclaims along with reasonable evidence }  - Defending points of view with specific claims } <endL>,"<startL> - Giving demonstrations with step-by-step details <i>(e.g., converting Fahrenheit to Celsius)</i> }  - Evaluating the significance of events, people, or phenomena in oral presentations } <endL>","<startL> - Producing oral multimedia, content-related reports based on research from multiple sources }  - Tracing the evolution of literary characters, themes, and plots from different venues <i>(e.g., digital text or video)</i> } <endL>",,,
8,1,6,Reaching,<startL> - Evaluating the soundness of opposing claims presented orally }  - Identifying bias within claims in oral discourse } <endL>,"<startL> - Evaluating main ideas and supporting details presented in diverse media and oral formats }  - Developing models from oral discourse and multimedia <i>(e.g., YouTube videos)</i> } <endL>",<startL> - Identifying key ideas expressed orally }  - Identifying new information expressed by others } <endL>,"<startL> - Presenting organized ideas and information on content topics including the use of graphics and multimedia }  - Synthesizing ideas of several speakers, posing questions, and responding with evidence, examples, and ideas } <endL>",,,,"<startL> - Paraphrasing new information expressed by others and, when warranted, modifying views or positions }  - Making presentations with multimedia components to clarify claims and emphasize salient points } <endL>","<startL> - Adapting speech to a variety of contexts and tasks <i>(e.g., use of register)</i> }  - Posing questions that connect several speakersÆ ideas and responding to othersÆ ideas } <endL>",<startL> - Restating new information expressed by others in extended speech }  - Posing questions that elicit elaboration and responding to othersÆ questions and comments } <endL>,,,
8,2,1,Entering,,,,,<startL> - Identifying words or phrases associated with topic choices }  - Classifying true from false short statements } <endL>,"<startL> - Matching content-related objects, pictures, or media to words and phrases }  - Identifying social or academic topics highlighted in text } <endL>","<startL> - Identifying responses to Wh-questions in charts or illustrated text }  - Identifying icons in graphs, charts, and environmental print related to familiar topics } <endL>",,,,"<startL> - Generating words and phrases that represent opinions <i>(e.g., 'I thinkà')</i> }  - Making lists of topic choices with peers } <endL>",<startL> - Indicating relationships by drawing and labeling content-related pictures on familiar topics }  - Describing processes or cycles by labeling diagrams and graphs } <endL>,"<startL> - Producing labeled illustrations of conclusions reached in problem-solving with a partner }  - Reproducing words and phrases related to topics <i>(e.g., including cognates)</i> } <endL>"
8,2,2,Emerging,,,,,<startL> - Distinguishing facts from opinions in text }  - Identifying features associated with content-related claims } <endL>,<startL> - Comparing ideas on the same topic in a series of simple sentences }  - Identifying how content-related phenomena relate to one another in illustrated text or media } <endL>,<startL> - Sequencing illustrated text of narrative or informational events }  - Locating main ideas in a series of simple sentences } <endL>,,,,"<startL> - Stating opinions using evaluative language related to content <i>(e.g., 'I agree. Metric is better.')</i> }  - Connecting simple sentences to form content-related ideas } <endL>","<startL> - Connecting short sentences }  - Comparing illustrated descriptions of content-related concepts <i>(e.g., mitosis v. meiosis)</i> } <endL>",<startL> - Completing sentences using word banks }  - Producing statements related to main ideas on familiar topics in home language and English } <endL>
8,2,3,Developing,,,,,<startL> - Identifying claims and the reasons for each claim }  - Identifying opposing points of view } <endL>,"<startL> - Illustrating relationships between main ideas and details in paragraphs }  - Sequencing steps or events to describe processes <i>(e.g., solving math problems)</i> } <endL>","<startL> - Identifying topic sentences, main ideas, and details in paragraphs }  - Connecting people to actions based on oral descriptions with details } <endL>",,,,<startL> - Substantiating opinions with content-related examples and evidence }  - Providing feedback to peers on language used for claims and evidence } <endL>,"<startL> - Comparing and contrasting information, events, or characters }  - Producing descriptive paragraphs around a central idea } <endL>",<startL> - Producing short paragraphs with main ideas and some details }  - Composing dialogues or blogs based on personal experiences } <endL>
8,2,4,Expanding,,,,,"<startL> - Identifying evidence to support analysis of what texts say <i>(e.g., position papers)</i> }  - Classifying pros and cons of claims and evidence presented within written texts } <endL>","<startL> - Matching content-related cause to effect in graphically-supported text }  - Highlighting text evidence that points to how systems function <i>(e.g., different forms of government)</i> } <endL>",<startL> - Ordering paragraphs in narrative and informational text }  - Identifying summaries of passages in a variety of genres } <endL>,,,,"<startL> - Crafting persuasive pieces <i>(e.g., editorials)</i> with a series of substantiated content-related claims }  - Composing scripts with protagonists and antagonists } <endL>",<startL> - Describing relationships between details or examples and supporting ideas }  - Connecting content-related themes or topics to main ideas } <endL>,<startL> - Producing content-related reports }  - Reproducing a sequence of events or experiences using transitional words } <endL>
8,2,5,Bridging,,,,,<startL> - Evaluating evidence presented in support of claims }  - Developing a stance in favor of or against claims presented within content-related text } <endL>,"<startL> - Sorting grade-level text by highlighting elements of the genre <i>(e.g., differentiating the 'how' from the 'why')</i> }  - Sequencing events based on cause and effect <i>(e.g., how machines operate)</i> } <endL>","<startL> - Sequencing main ideas, events, and conclusions in narrative and informational text }  - Matching details of content-related topics to main ideas } <endL>",,,,<startL> - Presenting opinions in persuasive essays or reports backed by content-related research }  - Justifying ideas using multiple sources } <endL>,"<startL> - Producing informational text around graphs and charts }  - Comparing content-related ideas from multiple sources in essays, reports, and narratives } <endL>",<startL> - Producing research reports using multiple sources }  - Summarizing conclusions reached from steps in problem-solving or conducting experiments } <endL>
8,2,6,Reaching,,,,,"<startL> - Identifying specific evidence to support analyses of content area text }  - Distinguishing among facts, reasoned judgment, and speculation in text } <endL>","<startL> - Comparing and contrasting information from experiments, simulations, videos, or multimedia sources with that of text on the same topics }  - Identifying factors that contribute to phenomena in explanations } <endL>","<startL> - Identifying a central idea of a text and how it is conveyed through particular details; summarizing text absent personal opinions or judgments }  - Evaluating how a central event is introduced, illustrated, and elaborated in text <i>(e.g., thro",,,,"<startL> - Introducing claims and opposing claims, along with their associated reasons and evidence }  - Closing with concluding statements or paragraphs that support claims } <endL>","<startL> - Determining two or more central ideas in text and tracing their development }  - Evaluating the interactions between individuals, events, and ideas in text <i>(e.g., how ideas influence individuals or events and the converse)</i> } <endL>","<startL> - Providing a concluding statement or section that follows from and supports the information presented }  - Conveying sequence, signaling shifts from one time frame to another, and showing the relationships among experiences and events } <endL>"
9,1,1,Entering,"<startL> - Matching oral information to pictures, diagrams, or photographs that show points of view }  - Distinguishing words and phrases related to opinions or facts from oral statements } <endL>",<startL> - Ordering events or stages of phenomena from oral statements }  - Identifying words and phrases related to sequence } <endL>,"<startL> - Matching everyday oral content-related words and phrases to pictures, diagrams, or photographs }  - Selecting resources, places, products, or figures from oral statements and visual supports } <endL>",<startL> - Representing oneÆs ideas using various media }  - Responding to yes and no questions posed by the group }  - Using nonverbal signals to demonstrate engagement in conversations } <endL>,,,,"<startL> - Relating points of view with visual support <i>(e.g., posters, photographs)</i> }  - Stating pros and cons listed visually on a topic } <endL>","<startL> - Ordering events or stages of phenomena with sequential language <i>(e.g., first, next, step 1)</i> }  - Using words and phrases to identify visually supported phenomena } <endL>","<startL> - Naming and briefly describing content topics using visual support <i>(e.g., posters, diagrams, pictures)</i> }  - Answering select yes/no or Wh-questions } <endL>",,,
9,1,2,Emerging,<startL> - Recognizing the pros or cons of issues from short oral statements }  - Identifying claims in oral statements } <endL>,"<startL> - Sequencing steps in processes or procedures described orally }  - Comparing information, symbols, or icons on charts or tables described orally } <endL>",<startL> - Matching oral descriptions of characters or main events in content-related topics }  - Following modeled oral commands } <endL>,<startL> - Asking and answering questions }  - Communicating need for clarity of messages }  - Recognizing intonation used to achieve various purposes of communication } <endL>,,,,<startL> - Responding to oral or written claims }  - Offering facts or opinion statements as appropriate to discussion } <endL>,"<startL> - Naming properties, characteristics or features of illustrated content-related topics }  - Posing and responding to Wh-questions that relate to phenomena } <endL>",<startL> - Restating information using content-specific terms }  - Providing examples of content-related information previously studied } <endL>,,,
9,1,3,Developing,<startL> - Organizing information related to different perspectives presented orally }  - Identifying language choices that represent specific points of view from a series of oral statements } <endL>,<startL> - Recognizing relationships in a series of oral statements }  - Identifying causes for particular events or phenomena in short oral presentations } <endL>,"<startL> - Identifying main ideas from short content-related oral presentations }  - Classifying examples of genres read aloud <i>(e.g., types of narration)</i> } <endL>","<startL> - Suggesting creative ways to resolve communication issues }  - Clarifying oneÆs own ideas using a variety of strategies <i>(e.g., analogies or metaphors, paraphrasing)</i> }  - Asking clarifying questions in a respectful manner } <endL>",,,,<startL> - Stating claims matched to evidence using a series of related sentences }  - Suggesting details or reasons to reinforce points of view } <endL>,"<startL> - Connecting causes to effects in a series of statements }  - Sequencing processes, cycles, or procedures in short extended discourse } <endL>","<startL> - Posing and responding to questions in small group discussions }  - Describing the sequence of processes, cycles, procedures, or events with details } <endL>",,,
9,1,4,Expanding,<startL> - Classifying claims and evidence from oral presentations }  - Differentiating multiple perspectives presented orally } <endL>,<startL> - Identifying components of systems from multimedia }  - Interpreting cause and effect from oral discourse } <endL>,"<startL> - Following the steps of content-related tasks or assignments given orally }  - Identifying details from oral discussions <i>(e.g., when, who, where, what, and why)</i> } <endL>",<startL> - Demonstrating stamina when building ideas in a small group }  - Validating ideas of others }  - Sorting through oneÆs own ideas to determine relevant ones }  - Providing and receiving constructive feedback from others tactfully } <endL>,,,,"<startL> - Taking stances and defending them with evidence <i>(e.g., using data or citations)</i> }  - Comparing and contrasting different points of view } <endL>","<startL> - Describing components of systems in small groups and class discussions }  - Providing precise words and phrases to provide details, descriptions, classifications, comparisons, causes/effects, or procedures } <endL>",<startL> - Presenting factual information on content-related topics to the class }  - Paraphrasing and summarizing content-related ideas in large and small groups } <endL>,,,
9,1,5,Bridging,<startL> - Identifying how language choices connect to particular audiences }  - Evaluating the purpose of arguments presented by others } <endL>,<startL> - Identifying effects and consequences of events and phenomena from class discussions }  - Identifying interdependence of different parts of systems from multimedia presentations } <endL>,<startL> - Reconstructing past experiences or series of events based on oral discourse }  - Recognizing nuanced meanings of words and phrases in extended oral discourse } <endL>,<startL> - Co-creating novel perspectives on issues }  - Responding to diverse perspectives and recognizing bias in oneÆs own view }  - Generating new ideas or questions to sustain conversations } <endL>,,,,<startL> - Challenging evidence and claims in debates }  - Convincing audiences of personal points of view using persuasive language } <endL>,"<startL> - Presenting information using an objective, neutral tone in extended discourse }  - Using nominalization to compress information and maintain coherence <i>(e.g., 'This expansionà } <endL>","<startL> - Engaging in extended discussion of effects, impacts, or events related to content topics }  - Giving multimedia oral presentations on content-related material learned from various sources } <endL>",,,
9,1,6,Reaching,"<startL> - Identifying strengths, limitations, and potential biases from oral presentations }  - Organizing claims and counter claims presented in debates } <endL>",<startL> - Recognizing specific language used to enhance clarity and precision }  - Recognizing and following language related to the same event or phenomenon throughout presentations } <endL>,<startL> - Categorizing perspectives of multiple speakers }  - Identifying important information on specific events and concepts from lectures and presentations } <endL>,"<startL> - Identifying and reacting to subtle differences in speech and register <i>(e.g., hyperbole, satire, comedy)</i> }  - Producing coherent oral discourse appropriate to task, purpose, and audience }  - Synthesizing and sharing information from a va",,,,<startL> - Organizing claims and counter claims in debates with evidence from multiple sources }  - Negotiating differing cultural perspectives in pairs or small groups } <endL>,"<startL> - Providing precision and accuracy in classifications, procedures, processes, and accounts using abstraction, technical language, and a variety of active/passive verb forms }  - Following discipline-specific organization <i>(e.g., orienting the r","<startL> - Adjusting presentation style, degree of formality, word choice, tone, and information to the context and audience }  - Presenting information that follows discipline-specific organization <i>(e.g., orientation to topic, sequence of events, conc",,,
9,2,1,Entering,,,,,"<startL> - Matching media <i>(e.g., posters, photos, banners)</i> with point of view words and phrases }  - Connecting characters/historical figures with positions or stances on various issues } <endL>",<startL> - Identifying key words and phrases that describe the topics or phenomena }  - Recognizing sequence statements and illustrations that describe phenomena } <endL>,"<startL> - Matching key content-related terms and ideas to images, graphs, icons, or diagrams }  - Sequencing illustrated text of narrative or informational events } <endL>",,,,<startL> - Selecting words and phrases to represent points of view }  - Listing pros and cons of issues } <endL>,"<startL> - Producing short responses to questions using word/phrase banks }  - Labeling charts, graphs, timelines, or cycles to describe phenomena } <endL>","<startL> - Listing content words or phrases that relate to the topic }  - Including images, diagrams, and charts to add details to the topic } <endL>"
9,2,2,Emerging,,,,,<startL> - Making connections between statements that make claims and those providing evidence }  - Distinguishing language that identifies facts and opinions } <endL>,<startL> - Identifying different types of connectors that show relationships between topics and phenomena }  - Differentiating between technical and everyday vocabulary that describe phenomena } <endL>,"<startL> - Identifying patterns specific to narrative or informational text <i>(e.g., orientation, presentation of events, conclusion)</i> }  - Locating main ideas in a series of related sentences } <endL>",,,,"<startL> - Expressing claims with evidence <i>(e.g., 'Socialism is a good government system because...')</i> }  - Listing content-related ideas that represent different points of view on issues } <endL>",<startL> - Using transitions and connectors to show causal relationships or procedures }  - Choosing everyday or technical language to describe phenomena } <endL>,"<startL> - Following patterns specific to narrative or informational text <i>(e.g., orientation, presentation of events, conclusion)</i> }  - Sequencing narratives or informational text using linking words and phrases } <endL>"
9,2,3,Developing,,,,,<startL> - Identifying their purposes and audiences }  - Evaluating the strength of evidence statements } <endL>,"<startL> - Identifying how language provides clarity and precision in describing topics or phenomena }  - Summarizing information with diagrams, models, flow charts, or illustrations } <endL>","<startL> - Recognizing lexical chains that show how characters and ideas are labeled across the text }  - Identifying detailed descriptions, procedures, and information in paragraphs } <endL>",,,,<startL> - Justifying reasons or opinions with evidence }  - Summarizing opposing positions with evidence } <endL>,"<startL> - Choosing words and phrases to provide precise details, descriptions, comparisons, and ordered procedures }  - Integrating headings, introductory statements, and other features to organize text } <endL>",<startL> - Summarizing content-related material }  - Including important information and related details } <endL>
9,2,4,Expanding,,,,,<startL> - Identifying persuasive language across content areas }  - Following the progression of logical reasoning } <endL>,"<startL> - Identifying the interdependence of parts of systems <i>(e.g., technical, government, chemical)</i> }  - Comparing information on phenomena across a variety of multimedia sources } <endL>","<startL> - Identifying how the authors make language choices and adjusts for audience and purpose }  - Reflecting on various accounts of a subject told in different media <i>(e.g., print and multimedia)</i> } <endL>",,,,<startL> - Evaluating and challenging evidence presented }  - Creating persuasive essays or reports making adjustments for specific audiences } <endL>,"<startL> - Presenting information objectively by using a neutral tone appropriate to the content area }  - Integrating images, diagrams, formulas, or charts to describe phenomena } <endL>","<startL> - Creating narrative or informational extended text of past events or experiences <i>(e.g., lab reports, current events)</i> }  - Connecting main points, events, and central ideas to conclusions } <endL>"
